0.004008,0.95591,0.52505,0.23848,0.39679,0.61723,0.64529,0.1984,0.57916,0.94188,0.19639
0.41483,0.35471,0.70741,0.64729,0.45691,0.1984,0.74349,0.29259,1,0.89379,0.074148
0.53507,0.17034,0.73146,0.068136,0.7996,0.016032,0.04008,0.9519,0.11222,0.63727,0.76553
0.31864,0.95992,0.20441,0.98597,0.31263,0.85772,0.26453,0.1483,0.41082,0.81764,0.044088
0.97996,0.62926,0.56713,0.36273,0.48096,0.69739,0.63126,0.75752,0.55912,0.30461,0.024048
0.88377,0.02004,0.39279,0.78557,0.53908,0.62725,0.87575,0.2004,0.51503,0.82766,0.22846
0.2986,0.12625,0.93587,0.42485,0.49098,0.97194,0.43487,0.46693,0.86172,0.18838,0.69138
0.39279,0.48697,0.8477,0.33868,0.65932,0.28657,0.34269,0.14429,0.21443,0.76353,0.31062
0.43888,0.62124,0.7495,0.63527,0.93788,0.17234,0.76152,0.058116,0.27054,0.19639,0.084168
0.62725,0.53106,0.0501,0.096192,0.76152,0.15631,0.14028,0.70942,0.73347,0.92585,0.91182
0.076152,0.90982,0.37475,0.44289,0.24048,0.6493,0.9479,0.13427,0.41884,0.1483,0.54709
0.6493,0.8978,0.22445,0.998,0.79359,0.058116,0.60922,0.64329,0.87776,0.91182,0.88176
0.48297,0.054108,0.95992,0.08016,0.58717,0.88978,1,0.098196,0.02004,0.73948,0.73948
0.33066,0.12024,0.22645,0.71142,0.39279,0.7976,0.024048,0.57114,0.08016,0.57715,0.74349
0.28457,0.86573,0.77756,0.71343,0.076152,0.89379,0.25651,0.31062,0.68737,0.07014,0.86774
0.1002,0.77956,0.91984,0.4509,0.4509,0.7515,0.5491,0.34068,0.14429,0.11022,0.23447
0.24048,0.34269,0.72144,0.36874,0.094188,0.3487,0.2505,0.32665,0.72745,0.64329,0.7996
0.10421,0.81964,0.016032,0.59319,0.46693,0.062124,0.082164,0.12425,0.73948,0.68136,0.43086
0.67134,0.0501,0.53307,0.38477,0.84369,0.56313,0.31864,0.10621,0.79158,0.36874,0.26453
0.99599,0.98397,0.83768,1,0.13026,0.042084,0.002004,0.42084,0.006012,0.86373,0.13226
0.74349,0.80561,0.20842,0.71944,0.74148,0.4489,0.78156,0.89379,0.69539,0.84569,0.13427
0.95792,0.76754,0.012024,0.39279,0.59118,0.15431,0.56914,0.13828,0.084168,0.032064,0.2485
0.80561,0.7515,0.47094,0.46092,0.85371,0.81764,0.54309,0.81964,0.71944,0.10421,0.21042
0.78758,0.74148,0.17435,0.95992,0.12024,0.97595,0.93988,0.74549,0.98397,0.086172,0.026052
0.85371,0.27054,0.93387,0.49098,0.96192,0.54309,0.12425,0.12224,0.32665,0.69339,0.32465
0.24449,0.36473,0.06012,0.29058,0.88176,0.7996,0.82565,0.47495,0.42485,0.16633,0.17034
0.7495,0.65531,0.036072,0.37675,0.48497,0.17836,0.56313,0.36874,0.40281,0.48497,0.8517
0.69739,0.47094,0.71543,0.032064,0.30261,0.69339,0.36273,0.50301,0.082164,0.98798,0.8497
0.41683,0.42685,0.31864,0.008016,0.64329,0.88577,0.73547,0.36673,0.53106,0.22445,0.12625
0.75551,0.14429,0.84569,0.52505,0.7976,0.094188,0.47896,0.90581,0.2024,0.88577,0.28457
0.87575,0.33868,0.8978,0.51303,0.44489,0.77355,0.89579,0.61924,0.73146,0.4509,0.064128
0.054108,0.45491,0.19238,0.83166,0.43487,0.76754,0.83367,0.29659,0.9018,0.044088,0.69339
0.96994,0.93186,0.064128,0.14228,0.028056,0.078156,0.76754,0.6012,0.34269,0.13627,0.9018
0.7014,0.90581,0.11423,0.79359,0.97796,0.90782,0.80361,0.87976,0.28457,0.11824,0.39679
0.50902,0.86172,0.98597,0.42886,0.52705,0.46493,0.92385,0.078156,0.89178,0.16433,0.81764
0.49299,0.22445,0.53707,0.14429,0.80561,0.20641,0.63327,0.70741,0.26253,0.72345,0.5511
0.92986,0.81563,0.74549,0.62525,0.07014,0.90381,0.72545,0.98597,0.042084,0.27255,0.94389
0.67936,0.48297,0.6513,0.15832,0.65531,0.91784,0.83166,0.91583,0.44289,0.76152,0.27054
0.11222,0.28056,0.65731,0.28257,0.23647,0.11222,0.24449,0.30862,0.76954,0.09018,0.19038
0.22846,0.19238,0.22846,0.21844,0.93387,0.21242,0.43888,0.68136,0.64529,0.27054,0.43487
0.14228,0.37275,0.47695,0.07014,0.92986,0.58918,0.036072,0.99599,0.11022,0.42685,0.48497
0.006012,0,0.72545,0.076152,0.7515,0.84168,0.43287,0.9499,0.51102,0.76553,0.71743
0.8477,0.60721,0.38277,0.57916,0.88377,0.51303,0.62124,0.24248,0.22645,0.90982,0.55912
0.59118,0.8517,0.71944,0.7495,0.78958,0.77956,0.74549,0.38878,0.91182,0.93587,0.82565
0.11022,0.52705,0.18637,0.67134,0.1483,0.13026,0.52906,0.80962,0.27655,0.53507,0.62325
0.7976,0.84168,0.07014,0.36473,0.32866,0.70741,0.44289,0.44689,0.88577,0.55711,0.6513
0.66333,0.034068,0.90381,0.66733,0.84168,0.1022,0.1002,0.73347,0.91984,0.45291,0.016032
0.59519,0.20641,0.33868,0.15631,0.058116,0.53707,0.89379,0.16834,0.43487,0.76954,0.81162
0.81764,0.87375,0.80762,0.35271,0.62725,0.53908,0.80762,0.63727,0.84168,0.08016,0.29058
0.9519,0.88577,0.65932,0.092184,0.33868,0.26653,0.73347,0.35471,0.73547,0.26453,0.40681
0.48898,0.46894,0.75351,0.31062,0.44289,0.10621,0.40681,0.23647,0.98998,0.57916,0.76152
0.06012,0.63727,0.32265,0.81964,0.19038,0.13226,0.02004,0.01002,0.75551,0.29259,0.24449
0.68938,0.70741,0.5992,0.78958,0.86573,0.3988,0.032064,0.96994,0.048096,0.42285,0.63527
0.64729,0.11623,0.28457,0.27255,0.1022,0.38477,0.20842,0.024048,0.59319,0.13828,0.32866
0.55311,0.22846,0.66533,0.084168,0.77154,0.80561,0.97595,0.3507,0.38878,0.43687,0.95992
0.23848,0.024048,0.86172,0.89379,0.33066,0.96794,0.16032,0.98798,0.41283,0.22645,0.70741
0.29058,0.43888,0.32465,0.21042,0.038076,0.14228,0.22445,0.096192,0.7014,0.81563,0.53106
0.82164,0.062124,0.16633,0.76754,0.5491,0.80962,0.88176,0.8497,0.66733,0.31663,0.31864
0.11423,0.50301,0.82365,0.94589,0.18838,0.57715,0.03006,0.65331,0.96192,0.7495,0.55511
0.35271,0.25451,0.56513,0.35471,0.73948,0.29259,0.78357,0.64729,0.91583,0.65331,0.57916
0.18036,0.82766,0.49699,0.9018,0.88778,0.90982,0.3006,0.33467,0.33066,0.96994,0.29659
