0.35872,0.53908,0.47896,0.2004,0.92184,0.42685
0.2986,0.47495,0.70741,0.072144,0.82365,0.1984
0.19639,0.31062,0.68537,0.086172,0.64529,0.8998
0.73747,0.39479,0.20441,0.48297,0.31263,0.85772
0.068136,0.48898,0.56713,0.89379,0.79559,0.69739
0.52505,0.71142,0.92786,0.78557,0.30661,0.21242
0.91984,0.076152,0.93587,0.04008,0.5491,0.53307
0.57715,0.7976,0.23848,0.058116,0.65932,0.28657
0.91182,0.62124,0.35872,0.096192,0.22044,0.77756
0.54709,0.78357,1,0.21643,0.36273,0.18637
0.80361,0.93186,0.39078,0.44289,0.70341,0.6493
0.46894,0.86573,0.95792,0.998,0.79359,0.31463
0.17836,0.33868,0.008016,0.45691,0.46293,0.88978
0.63327,0.92986,0.77154,0.65932,0.39279,0.72345
0.26653,0.62525,0.62525,0.68337,0.076152,0.71142
0.37876,0.19639,0.91984,0.37275,0.57916,0.74148
0.9018,0.61723,0.27856,0.82565,0.38477,0.35471
0.89178,0.16232,0.016032,0.51503,0.57515,0.15631
0.60721,0.0501,0.91383,0.38477,0.29659,0.56313
0.24248,0.35471,0.086172,0.53707,0.13026,0.61924
0.086172,0.80561,0.028056,0.75551,0.74148,0.044088
0.59319,0.31463,0.9519,0.95391,0.59118,0.15431
0.39078,0.78156,0.28457,0.88377,0.72144,0.66132
0.51904,0.74148,0.59519,0.26453,0.64128,0.68136
0.85371,0.14629,0.93387,0.49098,0.9018,0.49699
0.25651,0.024048,0.06012,0.94188,0.9479,0.7996
0.7495,0.65531,0.036072,0.42485,0.53106,0.17836
0.9519,0.76353,0.71543,0.076152,0.81563,0.69339
0.27255,0.75551,0.12224,0.008016,0.51102,0.45491
0.11623,0.73747,0.84569,0.31062,0.7976,0.8016
0.87575,0.054108,0.83968,0.51303,0.32265,0.062124
0.81563,0.45491,0.7014,0.83166,0.43487,0.034068
0.28858,0.90982,0.99198,0.20842,0.064128,0.93387
0.12826,0.57114,0.29058,0.13026,0.1483,0.88176
0.36273,0.98798,0.10621,0.67134,0.1022,0.46493
0.49299,0.5511,0.53707,0.95792,0.80561,0.30661
0.31263,0.29459,0.74549,0.97996,0.57715,0.86974
0.97595,0.48297,0.78958,0.07014,0.11423,0.33066
0.74349,0.06012,0.27054,0.6513,0.22445,0.80561
0.8497,0.20441,0.74749,0.21844,0.53908,0.6994
0.18036,0.88377,0.36273,0.62926,0.78958,0.20641
0.67936,0,0.60521,0.24248,0.13828,0.094188
0.63527,0.052104,0.22044,0.43687,0.88377,0.69138
0.59118,0.70341,0.15431,0.36072,0.92986,0.17435
0.78958,0.57515,0.28056,0.42886,0.62325,0.80361
0.3006,0.30661,0.07014,0.49299,0.32866,0.5511
0.42886,0.82966,0.34469,0.66733,0.12625,0.1022
0.012024,0.30261,0.2024,0.6012,0.29259,0.14028
0.066132,0.87375,0.11022,0.42285,0.026052,0.53908
0.73146,0.96994,0.65932,0.54709,0.33868,0.48096
0.006012,0.42685,0.058116,0.084168,0.81964,0.10621
0.57515,0.76553,0.91182,0.20441,0.024048,0.13226
0.48096,0.25251,0.29459,0.4489,0.4509,0.80762
0.8016,0.22445,0.23647,0.27255,0.5992,0.2505
0.12024,0.22846,0.24248,0.23246,0.51503,0.90581
0.088176,0.26653,0.6012,0.054108,0.22244,0.96794
0.29058,0.10421,0.88577,0.036072,0.38677,0.14228
0.22846,0.61323,0.16633,0.36273,0.87976,0.86774
0.99198,0.4509,0.52104,0.94589,0.8998,0.31864
0.60321,0.6994,0.46894,0.22846,0.87575,0.51503
0.002004,0.4008,0.054108,0.57315,0.1523,0.46293
0.92184,0.65331,0.42886,0.026052,0.87776,0.2986
0.18838,0.46493,0.074148,0.69739,0.27255,0.23447
0.27054,0.19038,0.41683,0.91984,0.85972,0.074148
0.51503,0.34068,0.19238,0.068136,0.97194,0.82365
0.87976,0.52906,0.24649,0.71543,0.7014,0.3487
0.42685,0.63527,0.17435,0.39679,0.45291,0.084168
0.098196,0.69539,0.55511,0.1483,0.66733,0.67936
0.44489,0.24048,0.26052,0.16834,0.23848,0.32265
0.7996,0.47295,0.62325,0.1503,0.95792,0.28457
0.58717,0.60321,0.37475,0.70741,0.94188,0.52906
0.86373,0.61523,0.48297,0.30862,0.99198,0.9519
0.25251,0.71743,0.43888,0.052104,0.31663,0.012024
0.14228,0.37074,0.2986,0.51703,0.096192,0.82966
0.54309,0.23246,0.39479,0.66533,0.014028,0.63928
0.99599,0.68136,0.88978,0.85571,0.10822,0.41082
0.73347,0.21042,0.8998,0.36673,0.30461,0.47495
0.84168,0.98397,0.1503,0.23647,0.3507,0.87776
0.66132,0.55511,0.49499,0.56313,0.95391,0.75952
0.04008,0.034068,0.13427,0.97194,0.82164,0.26854
0.11423,0.63126,0.42285,0.46293,0.19439,0.21042
0.008016,0.006012,0.51703,0.63327,0.97595,0.83567
0.92585,0.3487,0.63527,0.44088,0.074148,0.66533
0.65331,0.14028,0.38878,0.99399,0.24248,0.998
0.32866,0.68337,0.7515,0.66333,0.35671,0.046092
0.32665,0.82365,0.57715,0.4008,0.16633,0.71743
0.75551,0.67335,0.98397,0.17034,0.18236,0.56914
0.86573,0.32465,0.048096,0.81764,0.10621,0.054108
0.4008,0.014028,0.52906,0.23848,0.3487,0.12024
0.056112,0.64128,0.47094,0.87375,0.16433,0.41683
0.22044,0.30461,0.46092,0.65331,0.31062,0.89178
0.40882,0.52104,0.38677,0.77956,0.62926,0.64128
0.42485,0.83768,0.014028,0.28457,0.33667,0.036072
0.31663,0.90782,0.2004,0.90982,0.48898,0.30862
0.5992,0.94188,0.56112,0.73747,0.25852,0.58517
0.58517,0.46293,0.32866,0.056112,0.41483,0.13828
0.094188,0.78557,0.90782,0.20641,0.33066,0.99599
0.72144,0.98597,0.40882,0.97796,0.42084,0.8477
0.75952,0.74349,0.90381,0.86573,0.60721,0.88778
0.62926,0.85972,0.1022,0.9519,0.34269,0.07014
0.37275,0.29259,0.22445,0.15431,0.47695,0.92786
0.37475,0.87174,0.14429,0.76353,0.96593,0.85371
0.038076,0.499,0.48497,0.56513,0.34669,0.91784
0.68337,0.96192,0.89579,0.03006,0.06012,0.32866
0.95992,0.53507,0.7996,0.73547,0.86774,0.62124
0.76754,0.83968,0.45491,0.3006,0.46693,0.36673
0.41483,0.56112,0.78557,0.6994,0.15832,0.7495
0.52305,0.95792,0.93186,0.95591,0.33267,0.37475
0.11022,0.3507,0.36874,0.61723,0.77555,0.80962
0.10421,0.67134,0.16834,0.26253,0.85772,0.1483
0.78156,0.5491,0.11222,0.25852,0.11623,0.62926
0.09018,0.42084,0.75752,0.02004,0.60321,0.94188
0.66533,0.64729,0.30661,0.97595,0.13427,0.13427
0.12625,0.31263,0.062124,0.37475,0.07014,0.96192
0.6994,0.61924,0.34068,0.65731,0.4008,0.98397
0.51303,0.17635,0.8016,0.48096,0.21042,0.12625
0.24449,0.01002,0.82565,0.7976,0.11022,0.29259
0.64529,0.72745,0.084168,0.42084,0.40681,0.87575
0.39479,0.2505,0.12625,0.69539,0.10421,0.10822
0.35471,1,0.57114,0.64128,0.41082,0.82766
0.32064,0.018036,0.32665,0.46092,0.88176,0.72745
0.30261,0.72345,0.26453,0.70341,0.90782,0.49299
