0.13427,0.082164,0.56713,0.12826,1
0.56313,0.79158,0.26653,0.65932,0.85972
0.19238,0.24449,0.13026,0.82164,0.65731
0.33066,0.72144,0.21844,0.23647,0.75752
0.65331,0.41884,0.31062,0.50301,0.008016
0.89379,0.57715,0.41483,0.41683,0.34669
0.12224,0.12625,0.21643,0.038076,0.46493
0.74148,0.23848,0.78357,0.75351,0.12625
0.64128,0.82365,0.02004,0.12625,0.11022
0.26253,0.8497,0.56513,0.96994,0.63928
0.67735,0.56313,0.35872,0.84168,0.76353
0.26854,0.02004,0.26854,0.84369,0.40481
0.97194,0.95591,0.44289,0.33467,0.9479
0.93788,0.48297,0.29259,0.77555,0.22645
0.48497,0.998,0.082164,0.57515,0.30261
0.51703,0.82164,0.70741,0.22445,0.35271
0.37275,0.12826,0.66333,0.72745,0.78357
0.002004,0.63327,0.91182,0.16633,0.98196
0.6012,0.26854,0.14629,0.92986,0.40281
0.90782,0.91383,0.33667,0.11623,0.21443
0.68938,0.59519,0.93988,0.42485,0.65531
0.46293,0.62124,0.51303,0.28056,0.78758
0.37475,0.07014,0.59519,0.63928,0.54309
0.54709,0.65932,0.61924,0.35671,0.8517
0.84369,0.18437,0.40281,0.08016,0.11423
0.1523,0.93387,0.60721,0.59519,0.24449
0.69739,0.0501,0.26253,0.55511,0.64128
0.50301,0.036072,0.51503,0.30862,0.92184
0.39078,0.17435,0.34269,0.74749,0.72946
0.25251,0.19439,0.034068,0.95792,0.016032
0.77555,0.4489,0.1984,0.68136,0.67335
0.4008,0.76353,0.83968,0.24048,0.6513
0.91383,0.24649,0.3487,0.93988,0.40882
0.25651,0.3507,0.21443,0.02004,0.97194
0.21042,0.44689,0.84569,0.17034,0.10822
0.24048,0.16834,0.74148,0.094188,0.20441
0.11824,0.52906,0.92385,0.63126,0.93186
0.13226,0.09018,0.96794,0.39078,0.58918
0.40681,0.84369,0.088176,0.2986,0.17034
0.59319,0.20842,0.85371,0.31864,0.49499
0.998,0.064128,0.18036,0.83367,0.28257
0.12826,0.67335,0.66733,0.026052,0.3006
0.032064,0.28457,0.53908,0.89178,0.92385
0.30661,0.27655,0.82565,0.30661,0.1002
0.7996,0.12425,0.024048,0.2485,0.76754
0.38878,0.026052,0.8497,0.59719,0.16633
0.62124,0.14228,0.50301,0.75752,0.49699
0.84168,0.072144,0.29659,0.92385,0.87575
0.1002,0.062124,0.14429,0.54509,0.44289
0.44489,0.45892,0.1022,0.41483,0.94589
0.92385,0.70741,0.60321,0.29259,0.35471
0.93387,0.33267,0.11824,0.6513,0.14028
0.36072,1,0.29058,0.25251,0.88577
0.22044,0.26453,0.26052,0.2024,0.70341
0.22445,0.23447,0.44489,0.73347,0.29659
0.21844,0.40481,0.42685,0.56313,0.82766
0.62325,0.71543,0.40882,0.67535,0.09018
0.58116,0.55711,0.72745,0.11222,0.55711
0.65531,0.28257,0.49499,0.92786,0.27856
0.012024,0.14429,0.18838,0.32265,0.5992
0.58918,0.31263,0.16232,0.004008,0.21242
0.95992,0.024048,0.36072,0.68337,0.86573
0.35271,0.46293,0.094188,0.70541,0.66733
0.2986,0.72345,0.28257,0.77355,0.6012
0.56914,0.27856,0.22645,0.23246,0.53507
0.6493,0.17836,0.79158,1,0.79559
0.68136,0.69739,0.54509,0.28858,0.44689
0.69138,0.8978,0.42485,0.67735,0.96994
0.73747,0.25451,0.44689,0.35471,0.26253
0.50501,0.98196,0.76754,0.80561,0.77555
0.8497,0.81563,0.27054,0.25651,0.08016
0.53106,0.8998,0.77154,0.014028,0.72345
0.15631,0.23647,0.32665,0.98597,0.38477
0.80762,0.78557,0.53507,0.53307,0.61723
0,0.83166,0.75551,0.12425,0.094188
0.02004,0.97996,0.19038,0.28457,0.12425
0.92786,0.17034,0.80762,0.24649,0.998
0.36473,0.7014,0.50701,0.40882,0.78958
0.49699,0.73547,0.6493,0.66333,0.85772
0.87174,0.53307,0.37675,0.6994,0.04008
0.7495,0.33667,0.71142,0.90782,0.8477
0.088176,0.67535,0.24048,0.94188,0.17435
0.97595,0.74148,0.3507,0.20842,0.67936
0.56713,0.75752,0.89178,0.9018,0.48297
0.32064,0.97796,0.5491,0.74549,0.93387
0.59719,0.44289,0.83166,0.53507,0.33868
0.34469,0.37275,0.73547,0.63327,0.11623
0.75351,0.43888,0.75952,0.46894,0.5491
0.86573,0.82565,0.76152,0.32465,0.002004
0.37074,0.42485,0.012024,0.60521,0.76152
0.87776,0.47695,0.18637,0.91984,0.03006
0.016032,0.82766,0.71944,0.95591,0.52705
0.022044,0.54509,0.76553,0.87976,0.74349
0.51904,0.75551,0.97595,0.3507,0.84569
0.41683,0.55311,0.67535,0.8978,0.68938
0.78758,0.60721,0.084168,0.37074,0.47495
0.008016,0.51703,0.27856,0.4489,0.17234
0.66533,0.18637,0.1483,0.054108,0.70541
0.96794,0.36874,0.4509,0.501,0.28457
0.7014,0.36273,0.016032,0.016032,0.71142
0.10621,0.7515,0.82766,0.10421,0.74749
0.96994,0.16032,0.48898,0.33267,0.61323
0.92986,0.25651,0.78557,0.30461,0.27054
0.2485,0.2986,0.50501,0.93788,0.19238
0.37876,0.87776,1,0.81363,0.95591
0.80962,0.76152,0.98798,0.96794,0.22244
0.77956,0.99198,0.70541,0.83166,0.43687
0.51503,0.43287,0.12625,0.23046,0.51904
0.33667,0.81964,0.45691,0.90381,0.59719
0.65932,0.13828,0.20842,0.10621,0.35671
0.97796,0.41683,0.054108,0.46693,0.50501
0.53908,0.75351,0.501,0.37876,0.58517
0.64529,0.14028,0.17836,0.65731,0.096192
0.47094,0.88978,0.499,0.28257,0.13026
0.93988,0.2004,0.59118,0.17435,0.26854
0.46493,0.29058,0.55511,0.76954,0.2485
0.13828,0.032064,0.4489,0.27054,0.19439
0.72745,0.1984,0.6012,0.69138,0.42485
0.67936,0.13427,0.39279,0.26453,0.59118
0.31864,0.42886,0.15631,0.40281,0.084168
0.43687,0.42285,0.66132,0.57916,0.36273
0.76152,0.97395,0.30661,0.73146,0.73347
0.70741,0.16232,0.33868,0,0.054108
0.501,0.34068,0.41884,0.89579,0.93988
0.22846,0.78958,0.032064,0.9479,0.058116
0.046092,0.93587,0.48697,0.33066,0.8497
0.23046,0.62325,0.77555,0.028056,0.57916
0.91583,0.16433,0.73347,0.38277,0.16032
0.10421,0.73747,0.25651,0.16834,0.28657
0.76754,0.74549,0.59719,0.47094,0.81764
0.0501,0.29459,0.028056,0.63527,0.39279
0.014028,0.50501,0.16032,0.22846,0.94188
