0.71343,0.54709,0.79559,0.27655,0.32064
0.95792,0.42084,0.17234,0.37675,0.39279
0.64729,0.2505,0.77956,0.53908,0.056112
0.1984,0.80962,0.23046,0.95391,0.50701
0.90982,0.78758,0.074148,0.30261,0.058116
0.27054,0.69138,0.61723,0.98798,0.77555
0.15431,0.66132,0.20641,0.65331,0.36473
0.14429,0.40481,0.44289,0.66733,0.86373
0.79559,0.63126,0.36673,0.82565,0.76353
0.094188,0.18236,0.94389,0.86373,0.34669
0.31263,0.98196,0.91583,0.36273,0.37275
0.35872,0.49499,0.18838,0.45491,0.39479
0.11022,0.20842,0.34068,0.65932,0.14629
0.69539,0.6994,0.45691,0.68337,0.12024
0.6012,0.52906,0.90982,0.98597,0.51703
0.1022,0.88176,0.67735,0.044088,0.55311
0.29459,0.68136,0.43888,0.76954,0.23046
0.73347,0.12425,0.03006,0.72144,0.072144
0.83968,0.24449,0.38277,0.87776,0.19639
0.8497,0.28457,0.62124,0.048096,0.12826
0.20441,0.51102,0.23447,0.80762,0.74549
0.34068,0.71743,0.25451,0.038076,0.79359
0.43287,0.0501,0.61323,0.006012,0.29459
0.53707,0.20441,0.038076,0.94389,0.92184
0.93988,0.89178,0.92786,0.36673,0.83968
0.44088,0.77555,0.28056,0.8497,0.03006
0.27655,0.94188,0.23647,0.48697,0.39679
0.89379,0.028056,0.1022,0.19238,0.99198
0.98597,0.45491,0.56313,0.40681,0.76954
0.9018,0.90581,0.11022,0.6513,0.41283
0.75351,0.35872,0.81964,0.39679,0.37876
0.66333,0.71543,0.29058,0.69539,0.4008
0.92385,0.26453,0.19038,0.83968,0.33467
0.19439,0.16433,0.9479,0.95792,0.52305
0.93788,0.82966,0.43086,0.77355,0.26253
0.42685,0.60922,0.69739,0.86974,0.9479
0.66934,0.8016,0.3006,0.41483,0.28457
0.34269,0.33066,0.61924,0.19639,0.17435
0.33066,0.14228,0.8497,0.5491,0.58717
0.81764,0.84369,0.46092,0.1523,0.31263
0.19038,0.65331,0.57515,0.25651,0.5491
0.52305,0.33467,0.91383,0.60521,0.43086
0.89178,0.15431,0.12826,0.78156,0.0501
0.77956,0.71142,0.30862,0.086172,0.44088
0.91182,0.29659,0.38477,0.19439,0.20641
0.036072,0.068136,0.71343,0.66934,0.50501
0.26052,0.14028,0.018036,0.90982,0.69539
0.60521,0.95992,0.17435,0.058116,0.9499
0.55711,0.77154,0.92585,0.24449,0.69739
0.046092,0.93587,0.57916,0.98998,0.65932
0.3988,0.59118,0.64729,0.57916,0.2485
0.12224,0.31263,0.10421,0.37475,0.76553
0.11824,0.39679,0.37074,0.62725,0.36072
0.06012,0.89579,0.82365,0.35671,0.024048
0.43086,0.74549,0.83367,0.13627,0.70341
0.056112,0.36273,0.97194,0.0501,0.51503
0.4509,0.78557,0.13427,0.04008,0.33267
0.27856,0.40882,0.96192,0.99599,0.63527
0.28457,0.64729,0.53307,0.21643,0.11623
0.20842,0.38277,0.501,0.70541,0.23647
0.501,0.036072,0.40882,0.22846,0.37675
0.87976,0.62725,0.08016,0.98196,0.018036
0.20641,0.96192,0.7996,0.4489,0.70942
0.70942,0.81764,0.65331,0.2505,0.87776
0.19238,0.014028,0.32465,0.25251,0.41483
